household_id,income,household_size,building_type,home_age,sqft,region,utility,urban,dac_flag,baseline_gas_therms_year,baseline_elec_kwh_year,elec_rate_cents_kwh,gas_rate_dollars_therm,received_prior_rebate,adopted_heat_pump,adoption_probability,prob_decile
669,66040.0,4,multi_family,15.0,1492.0,Midwest,UtilityC,0,0,433.21,1662.25,15.11,1.86,0,1,0.88409734,7
670,56219.0,6,single_family,47.0,2071.0,South,UtilityB,1,1,966.66,1584.53,18.1,1.62,0,1,0.8995327,6
671,71167.0,2,single_family,30.0,2970.0,South,UtilityA,0,0,1037.66,662.82,18.34,1.75,0,0,0.25265312,10
672,103601.0,1,single_family,19.0,956.0,Northeast,UtilityA,1,1,619.36,1636.94,17.89,0.92,0,1,0.9854189,1
673,136458.0,1,multi_family,31.0,1533.0,Northeast,UtilityB,1,0,349.12,1789.48,19.75,1.81,0,1,0.99093854,1
674,33240.0,1,multi_family,30.0,968.0,South,UtilityB,1,0,834.75,1114.34,24.91,1.77,0,1,0.9203547,6
675,46368.0,2,multi_family,42.0,1298.0,South,UtilityA,1,0,281.83,1355.2,16.48,1.78,1,1,0.9406698,4
676,61257.0,2,single_family,0.0,1623.0,South,UtilityC,0,1,361.04,1774.99,25.53,1.78,0,1,0.7652535,9
677,107972.0,4,single_family,28.0,1364.0,South,UtilityA,1,0,786.0,1154.2,16.92,2.0,0,0,0.57348543,9
678,78852.0,2,single_family,32.0,2112.0,Midwest,UtilityC,1,0,338.46,1343.6,20.48,1.55,0,1,0.92372704,5
679,63277.0,4,single_family,3.0,1891.0,South,UtilityA,0,1,927.7,1223.82,21.86,1.63,0,1,0.9181724,6
680,106502.0,3,single_family,2.0,1979.0,South,UtilityC,0,0,347.87,2075.01,20.8,1.07,0,1,0.9328821,5
681,113692.0,4,single_family,23.0,1616.0,West,UtilityA,0,1,467.59,2538.56,24.49,1.87,0,0,0.5060645,9
682,84437.0,4,single_family,30.0,1671.0,Midwest,UtilityB,0,0,446.68,1793.82,21.57,1.33,0,1,0.9418589,4
683,60513.0,4,single_family,30.0,1590.0,South,UtilityC,0,0,708.08,1468.86,21.37,1.36,1,0,0.51711106,9
684,93108.0,6,multi_family,19.0,1651.0,South,UtilityA,1,0,702.11,2207.51,12.49,1.44,0,0,0.8997487,6
685,78002.0,2,single_family,18.0,2051.0,South,UtilityA,1,0,440.52,831.67,23.6,1.17,1,1,0.9355964,5
686,77770.0,4,apartment,22.0,646.0,South,UtilityC,0,0,665.67,1621.75,29.51,1.56,0,1,0.8515223,8
687,69628.0,3,single_family,36.0,1973.0,West,UtilityC,1,0,581.51,876.94,20.03,1.93,0,1,0.8689107,7
688,112749.0,4,single_family,55.0,1279.0,Northeast,UtilityB,1,0,730.38,2595.29,24.64,1.16,0,1,0.8360679,8
689,92496.0,1,apartment,0.0,1597.0,Midwest,UtilityA,1,1,685.46,1272.25,18.7,1.59,1,1,0.981649,1
690,116071.0,2,single_family,42.0,863.0,Midwest,UtilityA,1,1,345.37,1974.82,25.94,1.87,0,1,0.95399445,4
691,125090.0,6,multi_family,28.0,1585.0,South,UtilityA,0,0,930.17,2269.96,24.08,0.7,0,0,0.22133666,10
692,98769.0,5,single_family,41.0,1967.0,South,UtilityB,1,0,214.0,1766.15,20.53,2.34,1,1,0.88338614,7
693,69806.0,3,single_family,54.0,2074.0,South,UtilityA,0,0,465.97,1164.04,20.27,1.42,0,1,0.92502934,5
694,116210.0,1,multi_family,15.0,1088.0,South,UtilityA,0,1,666.82,1346.41,24.58,1.23,1,1,0.94235665,4
695,98970.0,4,single_family,49.0,2045.0,South,UtilityC,1,1,524.17,2087.49,22.16,1.63,1,1,0.95125437,4
696,163101.0,2,single_family,5.0,2484.0,South,UtilityB,1,0,499.97,2069.25,17.07,1.33,0,1,0.97255874,2
697,94303.0,2,single_family,33.0,1504.0,Midwest,UtilityB,1,0,461.34,1716.64,15.89,1.57,0,1,0.89248294,7
698,105931.0,1,single_family,25.0,1801.0,Midwest,UtilityC,1,1,434.54,725.16,24.35,1.3,0,1,0.9021398,6
699,93713.0,2,single_family,31.0,559.0,Midwest,UtilityB,1,1,883.15,955.08,18.95,2.05,0,1,0.95237875,4
700,82027.0,2,multi_family,10.0,1262.0,West,UtilityA,0,0,503.87,1600.92,22.14,2.67,1,1,0.9955148,1
701,77236.0,1,single_family,39.0,1962.0,Northeast,UtilityC,0,1,503.92,1249.38,24.35,1.89,0,1,0.92289776,5
702,93827.0,4,apartment,62.0,2373.0,Midwest,UtilityC,0,0,381.36,1041.44,17.19,1.68,0,1,0.82443696,8
703,100635.0,6,single_family,11.0,1440.0,Midwest,UtilityA,0,0,693.65,4910.34,17.94,1.38,0,1,0.97813034,2
704,119632.0,1,single_family,34.0,3402.0,South,UtilityA,1,1,273.87,820.28,28.49,2.02,0,1,0.9947371,1
705,94266.0,1,single_family,47.0,1988.0,West,UtilityA,0,0,1122.42,1047.17,20.35,1.29,0,1,0.9622233,3
706,71113.0,1,multi_family,24.0,1036.0,West,UtilityA,1,0,346.61,3693.34,26.08,1.73,0,1,0.96387887,3
707,75194.0,4,multi_family,57.0,2572.0,Northeast,UtilityA,1,1,500.07,1839.3,32.03,1.39,1,1,0.95916504,3
708,45312.0,5,single_family,21.0,1048.0,South,UtilityA,1,1,630.72,2077.64,22.96,1.1,0,1,0.8972354,7
709,134836.0,2,single_family,28.0,1997.0,Northeast,UtilityB,1,0,806.3,1504.05,18.55,1.51,0,1,0.92949307,5
710,68765.0,1,multi_family,10.0,1242.0,West,UtilityA,1,0,453.73,2411.47,22.51,1.21,0,1,0.94140834,4
711,114023.0,1,single_family,33.0,986.0,Midwest,UtilityC,1,1,413.36,2002.9,21.24,2.19,0,1,0.9363989,5
712,93297.0,4,single_family,30.0,2377.0,Midwest,UtilityB,1,0,562.32,1772.67,22.27,1.3,0,0,0.8405421,8
713,94112.0,3,multi_family,43.0,1644.0,South,UtilityA,1,1,388.51,1787.85,24.87,1.55,0,1,0.9158107,6
714,81477.0,3,single_family,17.0,2835.0,South,UtilityC,1,0,478.69,1200.55,25.33,1.34,0,1,0.9331549,5
715,61366.0,2,multi_family,16.0,1189.0,West,UtilityB,1,0,979.04,1170.12,13.98,1.11,1,1,0.9834552,1
716,55944.0,6,multi_family,39.0,864.0,Northeast,UtilityB,0,0,345.05,1824.4,26.76,1.87,0,1,0.94048226,4
717,136854.0,3,single_family,58.0,1512.0,West,UtilityC,1,1,173.48,2301.48,23.09,1.56,0,1,0.951438,4
718,88419.0,5,single_family,43.0,3534.0,Midwest,UtilityC,0,1,372.44,2651.33,19.71,2.54,0,1,0.9770861,2
719,118758.0,5,single_family,67.0,2300.0,Northeast,UtilityB,1,0,272.1,2153.9,24.94,2.02,0,1,0.9292165,5
720,126547.0,1,multi_family,41.0,2132.0,South,UtilityB,1,0,681.43,2775.53,17.8,1.63,0,1,0.9320419,5
721,72675.0,2,single_family,40.0,2152.0,South,UtilityA,1,1,412.87,2595.14,17.98,1.75,0,1,0.8504844,8
722,97705.0,6,single_family,44.0,1509.0,West,UtilityB,1,0,845.03,1560.49,26.24,1.56,0,1,0.84384745,8
723,86350.0,6,single_family,60.0,3438.0,South,UtilityB,0,0,473.67,3043.22,22.27,1.19,0,1,0.9510459,4
724,50284.0,3,single_family,55.0,2075.0,South,UtilityC,1,1,274.8,1680.57,28.27,1.03,0,1,0.748566,9
725,79436.0,1,single_family,8.0,2019.0,Midwest,UtilityB,0,1,798.18,1635.01,19.26,1.18,0,1,0.95731145,3
726,102625.0,2,single_family,46.0,2391.0,West,UtilityA,0,1,352.81,2083.25,23.17,2.13,0,1,0.984528,1
727,70029.0,6,single_family,35.0,1036.0,South,UtilityA,0,0,172.56,2648.87,23.55,1.7,0,1,0.89865047,6
728,75255.0,5,single_family,26.0,1272.0,South,UtilityA,0,0,618.08,1283.57,23.62,1.81,0,1,0.85139835,8
729,79799.0,1,multi_family,0.0,1653.0,West,UtilityA,1,1,379.79,1677.11,24.48,1.91,1,1,0.9407434,4
730,148346.0,5,multi_family,0.0,2395.0,Northeast,UtilityB,1,0,639.54,1554.61,23.84,1.52,0,0,0.41540504,9
731,29979.0,1,single_family,23.0,1021.0,West,UtilityC,0,0,746.03,1118.45,22.08,1.36,0,1,0.8975347,7
732,100049.0,2,single_family,1.0,1760.0,South,UtilityA,0,1,586.08,1281.99,14.23,2.41,0,1,0.99637175,1
733,77400.0,3,single_family,23.0,1675.0,West,UtilityC,0,0,388.69,1140.41,25.46,1.81,0,1,0.84566563,8
734,65780.0,3,single_family,44.0,855.0,South,UtilityB,0,1,810.53,2042.29,12.5,0.93,0,1,0.93755686,5
735,76664.0,5,apartment,18.0,1495.0,South,UtilityA,0,0,336.88,1525.03,17.07,0.9,1,1,0.93097985,5
736,105021.0,1,single_family,32.0,2125.0,West,UtilityA,1,1,639.99,1425.73,19.18,1.9,1,1,0.89829373,6
737,106736.0,6,single_family,9.0,910.0,South,UtilityC,0,0,696.97,1949.09,25.61,1.25,0,0,0.20486854,10
738,90581.0,4,single_family,36.0,2647.0,Northeast,UtilityC,0,0,537.48,1969.71,21.11,1.55,0,0,0.4369638,9
739,117782.0,2,multi_family,40.0,2081.0,South,UtilityA,0,1,738.52,2595.93,29.5,0.72,1,1,0.8866158,7
740,123065.0,6,single_family,2.0,2008.0,South,UtilityB,1,0,588.28,709.59,16.45,1.41,0,1,0.965751,3
741,109491.0,3,apartment,15.0,1805.0,West,UtilityA,0,1,624.29,2386.58,17.6,1.96,0,1,0.9601963,3
742,68614.0,3,single_family,5.0,1145.0,West,UtilityB,0,0,739.68,1091.67,13.0,1.39,0,1,0.983136,1
743,99833.0,1,single_family,40.0,1410.0,Northeast,UtilityA,1,1,574.55,1893.3,17.41,1.13,0,0,0.8984796,6
744,99976.0,6,single_family,33.0,2017.0,Northeast,UtilityA,0,1,777.56,1057.08,19.47,1.5,0,1,0.9532392,4
745,60531.0,6,multi_family,29.0,1409.0,Northeast,UtilityA,1,0,910.69,2143.15,27.86,1.61,0,0,0.4325491,9
746,37917.0,2,single_family,27.0,1913.0,South,UtilityB,1,0,649.66,402.28,26.18,1.46,1,1,0.80030936,8
747,24317.0,6,apartment,36.0,1261.0,West,UtilityA,0,0,747.08,1322.42,22.95,0.97,0,0,0.3155374,10
748,87096.0,5,apartment,37.0,2071.0,South,UtilityB,1,1,538.57,2015.13,20.76,1.76,1,1,0.90113646,6
749,93941.0,3,single_family,20.0,2116.0,West,UtilityC,1,1,917.82,1237.16,25.06,1.37,0,1,0.9940355,1
750,49547.0,6,single_family,17.0,823.0,South,UtilityB,1,1,608.02,804.84,27.09,1.67,0,1,0.9334231,5
751,116381.0,4,single_family,29.0,1840.0,South,UtilityC,0,0,718.84,1253.32,19.41,1.21,1,0,0.4306319,9
752,89567.0,5,multi_family,26.0,887.0,West,UtilityB,0,0,278.53,1970.52,19.81,2.1,1,1,0.9429142,4
753,125484.0,2,multi_family,71.0,683.0,Northeast,UtilityA,0,1,692.34,1510.23,20.27,1.89,0,1,0.83638585,8
754,96116.0,1,single_family,22.0,1444.0,South,UtilityA,1,1,558.4,2242.84,15.06,1.46,1,1,0.9782456,2
755,53010.0,4,apartment,36.0,3478.0,Midwest,UtilityB,1,0,681.06,1596.07,26.84,1.72,1,1,0.97215617,2
756,98748.0,2,single_family,39.0,2265.0,Northeast,UtilityB,0,0,711.24,1855.71,19.67,2.25,0,1,0.93767107,5
757,105103.0,6,multi_family,58.0,2635.0,South,UtilityC,0,0,741.84,871.66,20.84,2.07,0,1,0.9485474,4
758,68571.0,1,multi_family,14.0,2165.0,Midwest,UtilityA,1,0,696.1,1973.73,27.82,2.2,0,1,0.9332972,5
759,41737.0,5,single_family,57.0,1923.0,South,UtilityA,0,0,486.04,2343.26,19.84,1.84,0,0,0.954418,3
760,88009.0,4,single_family,27.0,2337.0,Northeast,UtilityC,1,0,1062.66,706.4,27.06,1.38,0,1,0.9655001,3
761,54975.0,6,single_family,80.0,1416.0,Midwest,UtilityC,1,0,845.56,970.87,15.01,1.84,0,1,0.7228736,9
762,118627.0,6,apartment,37.0,2082.0,Midwest,UtilityA,0,1,507.97,3236.01,24.25,2.28,1,1,0.99346656,1
763,72785.0,6,single_family,5.0,2506.0,West,UtilityA,0,1,496.57,1825.59,20.22,1.84,0,1,0.9068506,6
764,136738.0,3,multi_family,26.0,2220.0,South,UtilityC,0,1,107.78,1522.29,15.68,1.27,0,1,0.9615429,3
765,21275.0,5,single_family,57.0,2546.0,West,UtilityA,1,0,318.32,1442.48,17.46,1.63,1,1,0.9597722,3
766,89044.0,1,single_family,32.0,1910.0,South,UtilityB,0,0,374.39,509.05,22.56,1.9,0,1,0.9589211,3
767,127882.0,3,apartment,29.0,2815.0,Northeast,UtilityC,0,0,502.7,2129.48,18.16,1.67,1,1,0.9069052,6
768,58291.0,2,single_family,44.0,1675.0,South,UtilityA,0,0,903.47,1484.8,23.53,1.91,0,0,0.60483366,9
769,80224.0,2,multi_family,23.0,3071.0,Northeast,UtilityA,0,0,477.89,1715.04,19.02,1.35,0,1,0.90641874,6
770,72909.0,4,single_family,26.0,2144.0,Midwest,UtilityC,1,1,315.84,2353.99,15.52,1.51,0,1,0.96648526,3
771,64487.0,1,single_family,11.0,1570.0,South,UtilityA,0,1,675.77,1590.33,25.88,1.74,0,0,0.4303932,9
772,92339.0,4,single_family,65.0,1093.0,West,UtilityA,1,1,697.54,2531.2,23.18,1.76,0,1,0.93001986,5
773,46137.0,3,single_family,6.0,1315.0,West,UtilityB,1,0,480.02,814.08,14.79,1.35,0,1,0.97974914,2
774,81671.0,2,multi_family,33.0,1224.0,Midwest,UtilityB,1,0,854.87,1925.1,24.61,0.7,0,1,0.9666282,3
775,100480.0,4,single_family,40.0,1747.0,South,UtilityA,0,0,879.95,1339.91,22.49,0.7,0,1,0.9414237,4
776,78547.0,5,single_family,30.0,1036.0,South,UtilityB,1,0,222.12,1957.04,20.27,1.58,1,0,0.32589456,10
777,54994.0,4,single_family,5.0,2576.0,West,UtilityA,1,1,699.67,1512.35,20.43,1.67,1,1,0.9555079,3
778,115906.0,1,multi_family,10.0,1866.0,West,UtilityA,0,0,165.43,2602.35,27.36,1.52,0,1,0.9439238,4
779,106908.0,4,multi_family,40.0,1842.0,South,UtilityA,1,1,505.19,2185.52,23.28,1.61,0,0,0.46985927,9
780,53764.0,4,multi_family,14.0,1101.0,Midwest,UtilityB,1,0,1285.82,1359.58,27.56,2.24,0,1,0.94834846,4
781,46177.0,5,apartment,0.0,1339.0,West,UtilityC,0,1,684.9,1314.01,23.9,1.4,0,1,0.9261132,5
782,56442.0,3,single_family,38.0,468.0,South,UtilityB,1,1,396.76,1914.62,22.94,1.75,0,1,0.9441985,4
783,101358.0,1,single_family,13.0,2771.0,West,UtilityC,1,0,715.82,1554.79,18.97,2.27,0,0,0.3365137,10
784,93267.0,1,single_family,43.0,949.0,South,UtilityA,1,1,381.77,1805.87,22.63,1.19,0,1,0.92143995,5
785,108702.0,2,single_family,26.0,995.0,West,UtilityA,1,0,610.15,2060.36,26.08,2.31,1,1,0.99164844,1
786,75215.0,4,multi_family,25.0,2648.0,Northeast,UtilityA,0,1,347.38,2378.24,22.32,1.99,0,1,0.97617334,2
787,57258.0,5,multi_family,31.0,2033.0,South,UtilityC,1,1,448.65,1463.95,29.75,1.48,1,1,0.9222666,5
788,112565.0,5,single_family,7.0,1872.0,Midwest,UtilityB,0,1,848.59,1162.76,26.08,0.7,0,1,0.95225114,4
789,68397.0,2,apartment,13.0,2004.0,South,UtilityB,1,1,1049.88,2615.13,17.21,2.16,0,1,0.9159659,6
790,90596.0,3,single_family,25.0,2372.0,West,UtilityA,1,0,609.13,2352.36,20.06,2.31,0,1,0.8368695,8
791,38502.0,1,multi_family,7.0,1860.0,South,UtilityC,0,1,750.79,1970.54,24.69,1.32,0,1,0.9311456,5
792,67906.0,5,single_family,44.0,874.0,South,UtilityC,1,0,419.94,2114.56,15.89,2.33,0,1,0.9514725,4
793,115282.0,3,multi_family,24.0,2240.0,Northeast,UtilityC,0,0,326.03,1630.4,21.53,0.92,0,1,0.9690354,2
794,63512.0,4,single_family,1.0,2053.0,Northeast,UtilityA,0,0,581.05,2088.05,18.27,1.72,0,1,0.94823617,4
795,109435.0,3,apartment,19.0,2503.0,South,UtilityA,0,1,564.95,2792.63,22.16,1.53,1,1,0.9459967,4
796,15069.0,2,apartment,32.0,1051.0,South,UtilityB,0,0,1315.62,1102.37,18.3,1.07,1,1,0.91530955,6
797,68218.0,2,single_family,21.0,1362.0,Northeast,UtilityA,0,0,497.88,1213.72,26.21,1.5,0,1,0.89344424,7
798,79859.0,6,single_family,38.0,2035.0,South,UtilityB,0,1,488.11,2190.07,19.96,1.59,0,1,0.8814387,7
799,137276.0,1,multi_family,41.0,1233.0,South,UtilityA,1,0,683.74,640.25,24.66,1.12,0,1,0.9566802,3
800,49928.0,6,single_family,78.0,388.0,Northeast,UtilityB,1,0,414.88,2860.55,16.03,1.87,0,0,0.15263489,10
801,105130.0,1,single_family,53.0,1918.0,Northeast,UtilityA,1,0,370.79,3093.39,20.78,1.33,1,1,0.9290719,5
802,116708.0,1,single_family,0.0,2337.0,Midwest,UtilityB,0,0,639.34,1166.78,16.88,1.46,1,1,0.9670466,3
803,63355.0,6,apartment,23.0,1723.0,South,UtilityA,1,1,259.56,1173.95,26.77,2.18,1,1,0.96000576,3
804,73794.0,6,multi_family,25.0,2129.0,West,UtilityC,1,0,666.61,489.64,18.9,1.34,0,1,0.94653344,4
805,89249.0,6,single_family,42.0,2042.0,South,UtilityA,0,0,438.66,1162.44,21.65,0.7,1,1,0.9805649,2
806,40555.0,5,apartment,11.0,1806.0,Northeast,UtilityB,0,1,734.72,1670.08,23.41,1.5,0,0,0.3320497,10
807,71347.0,3,single_family,19.0,1882.0,West,UtilityA,1,1,927.17,784.53,19.01,1.64,0,1,0.89796156,7
808,123283.0,1,single_family,5.0,2609.0,Northeast,UtilityA,0,1,370.94,2450.69,17.2,1.5,0,1,0.769883,9
809,100680.0,4,apartment,18.0,1221.0,South,UtilityA,1,0,483.12,2379.4,22.74,1.94,0,1,0.9143108,6
810,80297.0,4,single_family,19.0,2264.0,South,UtilityA,1,1,824.79,1837.2,14.27,1.76,0,1,0.94419456,4
811,88392.0,5,single_family,24.0,1091.0,West,UtilityB,0,0,608.86,1332.76,27.37,1.36,0,1,0.9757134,2
812,102427.0,1,single_family,6.0,1323.0,South,UtilityA,0,0,1059.52,1259.17,21.45,1.88,0,1,0.98333895,1
813,108172.0,1,multi_family,50.0,2518.0,Northeast,UtilityB,1,0,618.92,2143.91,16.1,1.79,0,1,0.9391871,5
814,68308.0,4,single_family,39.0,1074.0,Midwest,UtilityC,1,1,906.91,2665.5,20.94,1.77,0,1,0.9324889,5
815,131042.0,6,single_family,1.0,1655.0,Northeast,UtilityB,0,0,302.33,1328.61,24.31,1.54,0,1,0.9863284,1
816,124490.0,6,single_family,31.0,3217.0,Midwest,UtilityA,1,1,364.87,2697.79,18.73,1.71,1,1,0.97960174,2
817,105318.0,4,single_family,0.0,2415.0,Midwest,UtilityA,1,0,998.72,1986.67,14.23,1.64,1,1,0.9910115,1
818,59711.0,3,single_family,57.0,1358.0,South,UtilityA,1,0,361.25,2727.71,21.51,1.48,1,1,0.8757521,7
819,54393.0,3,single_family,62.0,1461.0,West,UtilityA,1,0,1003.82,1463.58,25.04,1.79,0,1,0.89953804,6
820,75202.0,4,apartment,29.0,1698.0,Northeast,UtilityC,0,0,387.93,978.33,22.93,1.82,0,1,0.79971546,8
821,86823.0,4,multi_family,13.0,2587.0,South,UtilityA,0,0,272.29,2728.89,23.61,1.82,0,0,0.27358103,10
822,31945.0,2,multi_family,17.0,1199.0,West,UtilityA,1,1,495.59,1282.64,25.83,1.85,0,1,0.91446024,6
823,99841.0,3,apartment,21.0,1163.0,South,UtilityC,0,1,302.62,2474.31,28.33,0.7,0,0,0.33410925,10
824,123624.0,4,apartment,28.0,2228.0,South,UtilityA,1,0,706.41,643.28,11.23,1.96,0,1,0.9095303,6
825,102294.0,6,multi_family,57.0,791.0,West,UtilityA,1,0,166.16,1708.34,16.7,1.21,0,1,0.96052295,3
826,64718.0,5,single_family,49.0,1253.0,South,UtilityC,0,0,1174.51,1995.25,22.67,2.05,0,1,0.91284436,6
827,61168.0,5,multi_family,49.0,1749.0,South,UtilityA,1,0,564.06,1827.46,23.11,1.06,0,0,0.35868913,10
828,93996.0,2,single_family,33.0,1780.0,West,UtilityB,0,0,723.32,1842.37,15.8,2.23,0,1,0.96561104,3
829,80401.0,3,single_family,7.0,981.0,Northeast,UtilityA,1,0,764.1,1611.65,18.87,0.73,1,1,0.99390477,1
830,98291.0,4,single_family,15.0,2012.0,Northeast,UtilityC,0,1,592.05,1558.16,28.89,1.73,1,1,0.98941433,1
831,103052.0,6,single_family,31.0,2132.0,South,UtilityB,1,0,661.96,1919.89,20.58,1.45,0,1,0.9215295,5
832,117757.0,3,single_family,6.0,1403.0,Northeast,UtilityA,1,0,464.24,2632.67,22.84,1.79,1,1,0.85705775,8
833,51036.0,6,multi_family,36.0,2796.0,Midwest,UtilityC,0,0,762.95,1279.84,29.16,2.29,1,0,0.13528882,10
834,91649.0,5,single_family,46.0,2004.0,Northeast,UtilityA,1,0,165.91,2183.04,22.38,1.69,0,0,0.38869625,10
835,74096.0,4,single_family,41.0,1197.0,South,UtilityC,1,0,1079.22,991.44,25.15,1.98,0,0,0.3905271,10
836,82041.0,5,single_family,40.0,2772.0,South,UtilityB,1,0,456.7,2055.44,24.28,2.21,0,1,0.89424974,7
837,110932.0,5,apartment,0.0,1486.0,West,UtilityA,1,1,804.96,1383.89,20.66,1.35,0,1,0.9800587,2
838,114194.0,5,single_family,57.0,1907.0,Midwest,UtilityB,1,0,866.35,1196.37,20.43,1.74,0,0,0.43610123,9
839,126953.0,5,single_family,0.0,1508.0,South,UtilityA,1,0,444.7,1903.64,26.73,2.15,1,1,0.99312735,1
840,97768.0,3,multi_family,27.0,2174.0,Midwest,UtilityB,1,0,537.96,2804.51,21.97,1.74,0,1,0.78708255,8
841,81699.0,3,multi_family,42.0,1511.0,Northeast,UtilityB,0,0,526.87,1124.53,17.96,1.37,0,1,0.95324993,4
842,77414.0,4,single_family,37.0,1547.0,South,UtilityA,1,0,499.61,1031.79,26.33,1.81,0,1,0.73957473,9
843,32957.0,6,multi_family,4.0,1704.0,Northeast,UtilityC,1,0,392.61,1700.15,10.58,1.65,0,1,0.9481253,4
844,125192.0,4,single_family,8.0,1499.0,South,UtilityC,1,0,547.46,1217.04,28.31,1.8,0,1,0.92805165,5
845,75343.0,6,apartment,36.0,2443.0,South,UtilityB,0,0,489.28,1723.3,21.25,1.39,1,0,0.3079533,10
846,100177.0,5,single_family,40.0,1045.0,South,UtilityB,1,1,943.17,1456.26,22.03,1.7,0,1,0.98199654,1
847,105370.0,3,multi_family,8.0,1778.0,South,UtilityA,0,1,612.86,1037.63,22.33,1.54,0,1,0.8882871,7
848,47641.0,4,single_family,38.0,1854.0,West,UtilityC,1,0,409.79,1287.36,27.32,1.4,1,1,0.96385527,3
849,57300.0,4,multi_family,0.0,1725.0,Northeast,UtilityC,0,0,968.88,2487.03,22.7,2.12,1,1,0.89813846,6
850,131411.0,6,single_family,42.0,2381.0,West,UtilityC,1,1,887.03,1525.98,21.91,1.39,0,1,0.88875103,7
851,93713.0,2,single_family,12.0,898.0,Northeast,UtilityB,0,1,496.49,755.92,18.19,1.3,0,1,0.9383968,5
852,67582.0,2,multi_family,32.0,2141.0,South,UtilityA,0,1,596.23,1671.91,19.15,1.13,0,1,0.8904878,7
853,81210.0,2,multi_family,28.0,1053.0,West,UtilityA,1,0,948.27,1196.97,24.57,1.57,0,1,0.9456655,4
854,117587.0,1,single_family,53.0,1495.0,Midwest,UtilityB,1,0,789.86,1898.43,22.89,1.54,0,0,0.3238031,10
855,113029.0,5,apartment,35.0,991.0,West,UtilityA,0,0,246.37,2221.73,28.75,1.89,0,1,0.95812994,3
856,41018.0,6,single_family,18.0,1601.0,South,UtilityB,1,1,350.57,1778.03,18.74,1.11,1,1,0.9618779,3
857,134029.0,4,single_family,37.0,1453.0,West,UtilityA,1,0,428.61,1497.43,17.38,0.93,0,1,0.9628586,3
858,113984.0,1,single_family,73.0,2783.0,Northeast,UtilityB,1,0,451.41,2377.71,23.2,0.86,1,1,0.95722055,3
859,80426.0,3,single_family,45.0,1945.0,South,UtilityB,0,0,532.34,1695.63,21.66,1.78,0,1,0.9078409,6
860,49248.0,6,apartment,29.0,2064.0,Northeast,UtilityA,1,0,651.02,2607.07,17.21,2.01,0,1,0.81026155,8
861,116620.0,1,single_family,13.0,1135.0,Northeast,UtilityB,1,0,532.14,2104.54,19.92,1.98,0,1,0.89970523,6
862,99293.0,4,apartment,18.0,2244.0,South,UtilityA,1,0,874.42,1482.68,24.82,1.4,0,1,0.8567025,8
863,41266.0,3,single_family,44.0,2783.0,South,UtilityA,1,0,1204.64,885.24,16.72,1.65,0,0,0.10214625,10
864,78038.0,6,multi_family,12.0,2322.0,South,UtilityA,1,1,455.44,2127.19,17.45,0.7,0,1,0.8186171,8
865,178785.0,4,single_family,30.0,1013.0,South,UtilityA,0,0,874.63,3463.89,19.09,2.25,0,1,0.9954652,1
866,85495.0,4,multi_family,59.0,1522.0,West,UtilityA,1,0,613.98,2613.45,19.17,2.06,0,1,0.82169247,8
867,62741.0,5,apartment,33.0,1865.0,South,UtilityA,1,1,597.28,1108.57,25.17,1.96,0,1,0.8914056,7
868,54745.0,5,single_family,8.0,1454.0,Midwest,UtilityA,1,1,754.97,1630.12,19.78,1.24,0,1,0.9617469,3
869,138163.0,4,single_family,74.0,3320.0,West,UtilityA,0,0,704.05,2117.59,28.53,1.45,0,1,0.9960769,1
870,110433.0,5,multi_family,65.0,1511.0,South,UtilityA,0,0,531.31,1487.62,17.83,1.52,1,1,0.8489059,8
871,127223.0,5,multi_family,40.0,1774.0,Midwest,UtilityC,1,0,389.9,1705.55,23.46,2.28,0,1,0.9936173,1
872,92446.0,4,single_family,56.0,1440.0,South,UtilityA,0,0,953.13,3013.94,21.84,2.0,0,1,0.9533366,4
873,122621.0,5,multi_family,25.0,1939.0,Northeast,UtilityA,1,0,581.21,1887.34,22.01,1.53,1,1,0.9532456,4
874,59550.0,3,multi_family,44.0,2629.0,West,UtilityA,0,0,583.78,1217.17,12.15,1.83,1,0,0.9112366,6
875,89878.0,3,multi_family,22.0,1869.0,Midwest,UtilityA,1,0,1421.8,1694.53,17.61,1.24,1,1,0.9809905,2
876,93612.0,1,single_family,3.0,1669.0,South,UtilityA,1,0,878.25,1706.02,21.33,1.05,0,1,0.9264288,5
877,126473.0,5,single_family,82.0,1156.0,South,UtilityA,0,0,510.98,1116.18,14.12,1.57,0,1,0.9728449,2
878,94565.0,2,apartment,2.0,2525.0,West,UtilityB,0,0,560.12,3481.11,10.31,1.15,0,1,0.9884864,1
879,66235.0,5,single_family,36.0,1714.0,South,UtilityB,1,1,371.17,580.32,17.06,0.92,1,1,0.92961895,5
880,86922.0,6,single_family,36.0,1688.0,West,UtilityC,1,0,313.69,890.36,23.35,1.61,0,1,0.89907086,6
881,34708.0,6,apartment,40.0,397.0,South,UtilityC,1,0,510.84,1104.65,23.91,1.49,0,1,0.7701878,9
882,15371.0,2,single_family,28.0,1724.0,Northeast,UtilityA,1,0,683.07,893.96,17.11,1.2,0,1,0.5252707,9
883,109940.0,4,single_family,28.0,1559.0,Midwest,UtilityA,1,1,383.35,760.65,21.19,1.44,0,1,0.94269276,4
884,73758.0,5,multi_family,33.0,704.0,Midwest,UtilityA,1,1,791.09,3016.51,23.69,1.75,0,1,0.97965944,2
